Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;Tipologia;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;x;y
114;470 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;5100;10;1;1;2;3;300;5;0;300;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663280;5107599
114;471 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;4250;10;1;1;2;3;250;5;0;250;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;662998;5107094
114;472 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2890;10;1;1;2;3;170;5;0;170;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;663269;5108215
114;478 Bertolini;Trento;BRENTONICO;2;1;Edifici residenziali;1;1;2,5;2,5;5;0;255;10;3;1;2;3;15;5;0;15;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;1169;652033;5076049
114;478 Dalpiaz;Trento;PERGINE;2;1;Edifici residenziali;1;1;1;2,5;10;0;2720;10;1;1;2;3;160;5;0;160;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;671893;5105576
114;482 Volani;Trento;LEVICO TERME;2;1;Edifici residenziali;1;1;1;2,5;10;0;2261;10;1;5;2;3;200;5;0;200;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;247;678998;5097668
114;493 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2380;10;1;1;2;3;140;5;0;140;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663141;5107185
114;495 Volani;Trento;RONCEGNO;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;680;10;1;5;2;3;40;5;0;40;1;30;3;0;1;1;5;1;0;3;2;A;0;;;;3;0,7;593;686848;5103937
114;499 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;1;2,5;10;0;2210;10;1;1;2;3;130;5;0;130;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;665202;5103949
114;5 Bertolini;Trento;ROVERETO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;3;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;261;657804;5082285
114;5 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;1;2,5;10;0;4080;10;1;5;2;3;240;5;0;240;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;268;663956;5102246
114;5 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2550;10;1;1;2;3;150;5;0;150;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;664770;5106064
114;51 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;3;0,7;3;2;A;0;;;;4;0,4;212;665298;5102316
114;512 Dalpiaz;Trento;PERGINE;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;2040;10;3;1;2;3;120;5;0;120;1;5;7;0;1;1;5;5;0;3;2;A;0;;;;3;0,7;808;672949;5100700
114;52 Volani;Trento;LEVICO TERME;2;1;Edifici residenziali;1;1;1;2,5;15;0;17000;10;1;5;2;5;1000;8;0;1000;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;264;678511;5097542
114;523 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;6120;10;1;1;2;3;360;5;0;360;1;5;1;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;202;663367;5107059
114;524 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;1;2,5;5;0;170;10;1;1;2;3;10;5;0;10;1;5;1;0;1;1;20;3;0,1;3;2;A;0;;;;4;0,4;191;663257;5105763
114;526 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;1275;10;1;1;2;3;75;5;0;75;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;3;0,7;607;663624;5105085
114;534 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;3060;10;1;1;2;3;180;5;0;180;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;665078;5103085
114;535 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1870;10;3;1;2;3;110;5;0;110;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;396;663224;5108267
114;536 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;2,5;2,5;5;0;1445;10;1;1;2;3;85;5;0;85;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;3;0,7;554;664832;5102879
114;537 Bertolini;Trento;ROVERETO;2;1;Edifici residenziali;1;1;1;2,5;5;0;5100;10;1;1;2;3;300;5;0;300;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;238;668230;5084230
114;54 Volani;Trento;LEVICO TERME;2;1;Edifici residenziali;1;1;1;2,5;10;0;680;10;1;1;2;3;40;5;0;40;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;678227;5097954
114;55 Volani;Trento;TELVE;2;1;Edifici residenziali;1;1;1;2,5;10;0;9792;10;1;5;2;5;576;8;0;576;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;289;691935;5104939
114;551 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;664755;5106088
114;556 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;3740;10;1;1;2;3;220;5;0;220;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;663526;5104609
114;557 Bertolini;Trento;MORI;2;1;Edifici residenziali;1;1;1;2,5;10;0;1360;10;1;1;2;3;80;5;0;80;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;653787;5079524
114;557 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;1;15;0;25500;10;1;1;2;5;1500;8;0;1500;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;159;662537;5111496
114;558 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;1;10;0;8500;10;1;1;2;5;500;8;0;500;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;150;662666;5111451
114;559 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;1;10;0;8500;10;1;1;2;5;500;8;0;500;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;150;662565;5111409
114;56 Volani;Trento;BORGO VALSUGANA;2;1;Edifici residenziali;1;1;1;2,5;10;0;3230;10;1;5;2;3;190;5;0;190;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;268;689722;5103072
114;560 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;1;10;0;8500;10;1;1;2;5;500;8;0;500;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;150;662602;5111377
114;561 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;1;10;0;8500;10;1;1;2;5;500;8;0;500;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;150;662635;5111414
114;562 Dalpiaz;Trento;TUENNO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2550;10;1;1;2;3;150;5;0;150;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;655619;5132430
114;563 Capopardo;Trento;Mezzolombardo;2;1;Edifici residenziali;1;1;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;30;1;0;1;1;10;5;0;4;2;A;0;;;;4;0,4;295;661108;5119601
114;563 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2720;10;1;1;2;3;160;5;0;160;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663090;5106136
114;564 Capopardo;Trento;Mezzolombardo;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;3;0,7;607;661160;5119638
114;568 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;2,5;10;0;2210;10;1;1;2;3;120;5;0;130;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;662768;5111621
114;569 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;2,5;10;0;3400;10;3;1;2;3;200;5;0;200;1;5;3;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;344;662774;5111648
114;57 Volani;Trento;RONCEGNO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1445;10;1;5;2;3;85;5;0;85;3;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;271;686375;5102691
114;570 Dalpiaz;Trento;LAVIS;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;662386;5111063
114;587 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;680;10;1;1;2;3;40;5;0;40;1;5;1;0;1;1;20;3;0,9;3;2;A;0;;;;4;0,4;212;663447;5106790
114;59 Volani;Trento;CINTE TESINO;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;2210;10;1;5;2;3;130;5;0;130;1;30;1;0;1;1;10;1;2;2;2;A;0;;;;3;0,7;614;0;0
114;592 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;15;0;34000;10;1;1;2;5;2000;8;0;2000;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;301;664367;5101602
114;593 Volani;Trento;PERGINE VALSUGANA;2;1;Edifici residenziali;1;1;1;2,5;10;0;5100;10;1;5;2;3;300;5;0;300;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;209;672154;5101605
114;596 Volani;Trento;PERGINE VALSUGANA;2;1;Edifici residenziali;1;1;1;1;10;0;1700;10;1;5;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;5;0,3;140;672830;5103348
114;597 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;3400;1;1;1;2;3;200;5;0;200;3;5;1;0;1;1;20;3;0,8;3;10;C;A;;;;4;0,4;212;663792;5101724
114;598 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;7650;1;1;1;2;3;450;5;0;450;3;5;1;0;1;1;20;3;0,8;3;10;C;A;;;;4;0,4;212;663804;5101795
114;599 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;1;15;0;17850;1;1;1;2;5;1050;8;0;10502;1;5;1;0;1;1;20;5;0;4;2;C;A;;;;5;0,3;143;664709;5101738
114;6 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1360;10;1;1;2;3;80;5;0;80;1;30;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;319;666230;5102642
114;6 Volani;Trento;CASTELLO TESINO;1;1;Edifici residenziali;1;1;1;2,5;10;0;5100;10;1;5;2;3;300;5;0;300;3;30;1;0;1;1;20;5;0;4;2;B;C;;;;4;0,4;331;703753;5104478
114;600 Bertolini;Trento;ARCO;2;1;Edifici residenziali;1;1;1;2,5;10;0;4250;10;1;1;2;3;250;5;0;250;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;645536;5086478
114;601 Bertolini;Trento;ROVERETO;2;1;Edifici residenziali;1;1;1;2,5;10;0;7650;10;1;1;2;3;450;5;0;450;1;5;1;0;1;1;20;5;;4;2;C;B;;;;4;0,4;259;658057;5084209
114;602 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;2,5;1;2,5;15;0;13379;10;1;1;2;5;787;8;0;787;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;403;664436;5103384
114;602 Dalpiaz;Trento;TAIO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2550;10;3;1;2;3;150;5;0;150;1;5;3;0;1;1;5;3;0;3;2;A;0;;;;4;0,4;302;659229;5128657
114;603 Capopardo;Trento;Trento;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;1105;10;1;1;2;3;65;5;0;65;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;570;661616;5109692
114;603 Dalpiaz;Trento;TAIO;2;1;Edifici residenziali;1;1;1;2,5;5;0;255;10;3;1;2;3;15;5;0;15;1;5;3;0;1;1;5;3;0;3;2;A;0;;;;4;0,4;267;659210;5128645
114;604 Volani;Trento;PERGINE VALSUGANA;2;1;Edifici residenziali;1;1;1;2,5;10;0;2890;10;1;5;2;3;170;5;0;170;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;247;672895;5103028
114;607 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;4505;10;1;1;2;3;265;5;0;265;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663021;5108389
114;608 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2210;10;1;1;2;3;130;5;0;130;1;5;1;0;1;1;20;5;0;3;2;B;A;;;;4;0,4;238;664699;5104600
114;608 Dalpiaz;Trento;TUENNO;2;1;Edifici residenziali;1;1;1;2,5;10;0;2210;10;3;1;2;3;130;5;0;130;1;5;7;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;360;655880;5132240
114;609 Dalpiaz;Trento;CLES;2;1;Edifici residenziali;1;1;1;2,5;10;0;3740;10;1;1;2;3;220;5;0;220;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;656176;5135779
114;610 Volani;Trento;CALCERANICA AL LAGO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;5;2;3;100;5;0;100;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;307;674093;5096653
114;614 Volani;Trento;COGNOLA - TRENTO;2;1;Edifici residenziali;1;1;1;1;10;0;510;10;1;1;2;3;30;5;0;30;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;5;0,3;132;665455;5105062
114;615 Volani;Trento;RONCEGNO;2;1;Edifici residenziali;1;1;1;2,5;5;0;425;10;1;1;2;3;25;5;0;25;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;193;685112;5100607
114;635 Capopardo;Trento;Mezzolombardo;2;1;Edifici residenziali;1;1;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;661481;5119851
114;64 Capopardo;Trento;Lavis;2;1;Edifici residenziali;1;1;1;2,5;10;0;1360;10;1;1;2;3;80;5;0;80;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663108;5114572
114;648 Capopardo;Trento;Pergine Valsugana;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;6800;10;1;1;2;3;400;5;0;400;1;5;1;0;1;1;20;3;0,5;3;2;A;0;;;;3;0,7;526;672154;5101605
114;65 Capopardo;Trento;Mezzolombardo;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;30;1;0;1;1;20;1;1,3;3;2;A;0;;;;3;0,7;666;661971;5118737
114;65 Volani;Trento;GRIGNO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;5;2;3;223;5;0;100;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;268;706666;5096515
114;670 Capopardo;Trento;Cles;2;1;Edifici residenziali;1;1;1;1;10;0;3400;10;1;1;2;3;200;5;0;200;1;0;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;132;656163;5136350
114;7 Bertolini;Trento;NAGO -TORBOLE;2;1;Edifici residenziali;1;1;1;2,5;10;0;3400;10;1;1;2;3;2;5;0;200;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;645260;5081939
114;70 Bertolini;Trento;ALDENO;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;986;10;1;1;2;3;58;5;0;0;0;0;1;0;1;1;5;1;;2;2;0;0;;;;3;0,7;326;661930;5093403
114;76 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;595;10;1;1;2;3;35;5;0;35;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;570;657791;5123764
114;8 Bertolini;Trento;ARCO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1870;10;1;1;2;3;110;5;0;110;1;5;1;0;1;1;10;1;9;2;2;A;0;;;;4;0,4;159;646388;5092459
114;8 Dalpiaz;Trento;TUENNO;2;1;Edifici residenziali;1;1;1;2,5;10;0;4250;10;1;1;2;3;250;5;0;250;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;212;655943;5132583
114;8 Volani;Trento;PERGINE VALSUGANA;2;1;Edifici residenziali;1;1;1;2,5;10;0;2550;10;1;1;2;3;150;5;0;150;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;673073;5102965
114;84 Bertolini;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;5576;10;1;1;2;3;328;5;0;328;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663332;5107593
114;85 Bertolini;Trento;ARCO;2;1;Edifici residenziali;1;1;2,5;2,5;10;0;2040;10;1;1;2;3;120;5;0;120;1;5;1;0;1;1;10;1;9;2;2;A;0;;;;3;0,7;401;642834;5087974
114;87 Capopardo;Trento;Cles;2;1;Edifici residenziali;1;1;1;2,5;15;0;11900;10;1;1;2;5;700;8;0;700;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;301;656732;5136140
114;9 Dalpiaz;Trento;TRENTO;2;1;Edifici residenziali;1;1;1;2,5;10;0;5100;10;1;1;2;3;300;5;0;300;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;664342;5102930
114;91 Bertolini;Trento;CALAVINO;2;1;Edifici residenziali;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;1;2;2;2;A;0;;;;4;0,4;183;651789;5100630
114;94 Bertolini;Trento;PADERGNONE;2;1;Edifici residenziali;1;1;1;2,5;10;0;2040;10;3;1;2;3;120;5;0;120;1;30;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;456;653926;5102661
114;97 Bertolini;Trento;PADERGNONE;2;1;Edifici residenziali;1;1;1;2,5;10;0;2040;10;1;1;2;3;120;5;0;120;1;5;1;0;1;1;20;3;0,8;3;2;A;0;;;;4;0,4;212;653456;5102579
114;139 Volani;Trento;PERGINE VALSUGANA;1;1;Grande distribuzione commerciale;1;1;1;1;10;0;7650;10;1;5;2;3;450;5;0;450;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;5;0,3;140;672878;5104083
114;342 Dalpiaz;Trento;LAVIS;2;1;Grande distribuzione commerciale;1;2,5;1;1;15;0;10200;10;1;1;2;5;600;8;0;600;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;5;0,3;236;662776;5111902
114;53 Volani;Trento;LEVICO TERME;1;1;Grande distribuzione commerciale;1;1;1;1;15;0;18700;10;1;1;2;5;1100;8;0;1100;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;5;0,3;140;677577;5097404
114;599 Volani;Trento;BORGO VALSUGANA;1;1;Grande distribuzione commerciale;1;1;1;2,5;10;0;4930;10;1;5;2;3;290;5;0;290;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;247;690582;5103222
114;506 Volani;Trento;LEVICO TERME;2;1;Strutture turistiche ricettive;1;2,5;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;5;1;0;1;1;10;1;0;3;2;A;0;;;;4;0,4;212;676920;5097160
114;46 Capopardo;Trento;Lavis;2;1;Uffici Pubblica Amministrazione;1;2,5;1;2,5;5;0;340;10;0;1;2;3;20;5;0;20;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;223;663125;5111611
114;12 Capopardo;Trento;Cloz;2;1;Strutture turistiche ricettive;1;2,5;2,5;2,5;10;0;1700;10;1;5;2;3;100;5;0;100;1;30;1;0;1;1;20;5;0;4;2;A;0;;;;2;0,8;1236;660179;5142380
114;136 Dalpiaz;Trento;TUENNO;2;1;Altro;1;1;1;2,5;10;0;544;10;1;1;2;3;32;5;0;32;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;656185;5133149
114;14 Bertolini;Trento;FOLGARIA;2;1;Altro;1;1;1;2,5;5;0;340;10;1;1;2;3;20;5;0;20;1;5;1;0;1;1;20;1;2;2;2;A;0;;;;4;0,4;162;0;0
114;145 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici residenziali;1;1;1;2,5;5;0;85;10;1;1;2;3;5;5;0;5;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;217;657815;5125001
114;180 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;202;656128;5132069
114;186 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;204;10;1;1;2;3;12;5;0;12;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;217;655882;5132286
114;206 Dalpiaz;Trento;SPORMINORE;2;1;Edifici artigianali e di servizio;1;1;1;1;10;0;9520;10;1;1;2;5;560;8;0;560;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;5;0,3;125;658650;5122967
114;251 Volani;Trento;GRIGNO;2;1;Edifici artigianali e di servizio;1;1;1;1;10;0;5100;10;1;5;2;3;300;5;0;300;1;5;1;0;1;1;20;1;0;2;2;A;0;;;;5;0,3;116;704943;5098133
114;288 Dalpiaz;Trento;LAVIS;2;1;Edifici artigianali e di servizio;1;1;1;2,5;10;0;8500;10;3;1;2;5;500;8;0;500;1;5;7;0;1;1;5;3;0;3;2;A;0;;;;4;0,4;353;662193;5111167
114;290 Volani;Trento;BORGO VALSUGANA;2;1;Edifici artigianali e di servizio;1;2,5;2,5;2,5;10;0;6052;10;1;5;2;3;356;5;0;356;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;2;0,8;876;690063;5102464
114;484 Capopardo;Trento;Trento;2;1;Edifici artigianali e di servizio;1;1;1;1;15;0;60350;10;1;1;2;5;3550;8;0;3550;1;5;1;0;1;1;20;3;0,5;3;2;A;0;;;;5;0,3;140;663221;5106303
114;509 Volani;Trento;LEVICO TERME;2;1;Altro;1;1;1;2,5;10;0;680;10;1;5;2;3;40;5;0;40;3;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;310;678369;5097544
114;521 Capopardo;Trento;Trento;2;1;Altro;1;1;2,5;2,5;5;0;34;10;1;1;2;3;2;5;0;2;1;5;1;0;1;1;20;3;0,1;3;2;A;0;;;;3;0,7;474;663342;5105800
114;522 Capopardo;Trento;Trento;2;1;Altro;1;1;2,5;2,5;5;0;34;10;1;1;2;3;2;5;0;2;1;5;1;0;1;1;20;3;0,1;3;2;A;0;;;;3;0,7;474;663348;5105801
114;1807;Trento;ROVERETO;2;1;Edifici industriali e loro pertinenze;1;1;1;2,5;10;;54400;10;1;1;2;5;3200;8;;;1;5;1;;1;1;10;3;;4;2;;;;;;4;0,4;222;657272;5081363
114;2195;Trento;ROVERETO;2;1;Edifici artigianali e di servizio;1;1;1;2,5;15;;34000;10;1;1;2;5;2000;8;;;1;5;1;;1;10;20;3;;2;2;;;;;;4;0,4;253;655865;5080612
114;2249;Trento;NOMI;2;1;Altro;1;1;1;2,5;10;;2720;10;1;1;2;5;160;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;4;0,4;167;662625;5089663
114;2250;Trento;CALLIANO;2;1;Altro;1;1;1;2,5;10;;2720;10;1;1;2;5;160;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;191;662632;5089670
114;328;Trento;STORO;2;1;Edifici artigianali e di servizio;1;1;1;2,5;10;;7650;10;1;1;2;3;450;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;259;622777;5078240
114;1810;Trento;ROVERETO;2;1;Edifici industriali e loro pertinenze;1;1;1;2,5;15;;61200;1;1;1;2;5;3600;8;;;1;5;1;;1;10;20;3;;2;2;;;;;;4;0,4;231;657152;5080797
114;1507;Trento;TENNO;2;1;Edifici residenziali;1;1;1;2,5;10;;1700;10;1;1;2;3;100;5;;;1;5;1;;1;1;10;3;;2;2;;;;;;4;0,4;176;643560;5086345
114;2196;Trento;ROVERETO;2;1;Edifici artigianali e di servizio;1;1;1;2,5;10;;5100;10;1;1;2;3;300;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;183;655799;5080921
114;388;Trento;STORO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;;1870;10;1;1;2;3;110;5;;;3;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;185;621018;5076193
114;1283;Trento;DRO;2;1;Altro;1;1;1;2,5;10;;850;10;1;1;2;3;50;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;259;647804;5091242
114;947;Trento;CONDINO;2;1;Edifici artigianali e di servizio;1;1;1;2,5;15;;34000;10;1;1;2;5;2000;8;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;189;623072;5081127
114;1718;Trento;ARCO;2;1;Edifici industriali e loro pertinenze;1;1;1;1;15;;0;10;1;1;2;3;2000;8;;;1;5;1;;1;1;10;1;;2;2;;;;;;5;0,3;105;645636;5084462
114;1903;Trento;ROVERETO;2;1;Edifici industriali e loro pertinenze;1;1;1;1;15;;32200;10;1;1;2;5;1900;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;129;657065;5081778
114;2194;Trento;ROVERETO;2;1;Edifici artigianali e di servizio;1;1;1;2,5;10;;7650;10;3;1;2;3;450;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;245;655556;5080576
114;2257;Trento;BESENELLO;2;1;Edifici industriali e loro pertinenze;1;1;1;1;15;;59500;10;1;1;2;5;3500;8;;;1;5;1;;1;1;10;1;;2;2;;;;;;5;0,3;109;663908;5093919
