"COD_COMUNE";"COD_PROGRE";"DATA_SOPRA";"COD_FUSO";"COORD_X";"COORD_Y";"DESCR_COMU";"ELEMENTO_C";"COD_TIPOLO";"CONFINAMEN";"TIPO_MATER";"COD_ACCESS";"ANNO_ATTIV";"COD_TIPO_U";"PRESENZA_A";"COD_QUANTI";"I_01";"COD_QUAN_1";"FLAG_VALUT";"I_02";"FLAG_ATTIV";"I_03";"FLAG_CAUSE";"I_04";"CONC_FIBRE";"I_05";"COD_ESTENS";"I_06";"COD_SUP_ES";"I_07";"FLAG_URBAN";"I_08";"COD_STATO_";"I_09";"COD_PERIOD";"I_10";"COD_TIPO_1";"I_11";"FLAG_DATI_";"I_12";"FREQUENZA_";"I_13";"COD_DISTAN";"I_14";"COD_DENSIT";"I_15";"COD_ETA_ME";"I_16";"FATTORE_A";"FATTORE_B";"FATTORE_C";"FATTORE_D";"Coef class";"PUNTEGGIO";"LIV_PRIORI";"NOTE";"Bonifica";"COD_TIPO_B"
105018;32;"07-giu-13";32;556228;4420076;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1894;"Uso privato";"nel tetto, in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;830,500000000000000;3;;"Non bonificato";
105018;33;"07-giu-13";32;556347;4420195;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";0;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;778,000000000000000;3;;"Non bonificato";
105018;34;"07-giu-13";32;556328;4420150;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1894;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;778,000000000000000;3;;"Non bonificato";
105018;35;"20-ago-07";32;559275;4420394;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1894;"Uso privato";"nel tetto, in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;830,500000000000000;3;;"Non bonificato";
105018;36;"07-giu-13";32;560192;4420691;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1894;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;778,000000000000000;3;;"Non bonificato";
105018;37;"20-ago-07";32;560365;4420910;"Tortol?»???¢ (OGLIASTRA)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";0;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;792,799999999999000;3;;"Non bonificato";
105019;20;"15-giu-13";32;554496;4431211;"Triei (OGLIASTRA)";;"Sito civile o produttivo dismesso non ricompreso nella categoria 1 del DM 101/2003";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1975;"Uso privato";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"NO";3;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Occasionale";5;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;264,000000000000000;4;;"Non bonificato";
105021;17;"15-giu-13";32;543121;4438097;"Urzulei (OGLIASTRA)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1985;"Uso pubblico";"nel tetto, in altro";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"SI";3;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1125,599999999990000;2;;"Non bonificato";
105022;6;"31-mag-13";32;533522;4406930;"Ussassai (OGLIASTRA)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1955;"Uso pubblico";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;984,000000000000000;2;;"Non bonificato";
105022;7;"31-mag-13";32;533680;4406786;"Ussassai (OGLIASTRA)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1950;"Uso pubblico";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;888,000000000000000;2;;"Non bonificato";
105022;8;"31-mag-13";32;533455;4406901;"Ussassai (OGLIASTRA)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1960;"Uso pubblico";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;984,000000000000000;2;;"Non bonificato";
105007;9;"12-giu-13";32;555469;4422458;"Girasole (OGLIASTRA)";;"Altro sito";"NO";"COMPATTO";"SI (Accesso libero)";1987;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"NO";3;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;3;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Occasionale";5;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;928,000000000000000;2;;"Non bonificato";
105007;13;"29-mag-13";32;556384;4421407;"Girasole (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1973;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1490,400000000000000;2;;"Non bonificato";
105009;1;"12-giu-13";32;547533;4403272;"Jerzu (OGLIASTRA)";;"Sito civile o produttivo dismesso non ricompreso nella categoria 1 del DM 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;722,399999999999000;2;;"Non bonificato";
105012;3;"15-giu-13";32;554098;4424506;"Lotzorai (OGLIASTRA)";;"Impianto della categoria 1 indicata nel DM 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1986;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1106,400000000000000;2;;"Bonificato totalmente";
105012;5;"15-giu-13";32;556464;4424530;"Lotzorai (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1965;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1300,800000000000000;2;;"Non bonificato";
105012;6;"15-giu-13";32;556464;4424530;"Lotzorai (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1394,400000000000000;2;;"Non bonificato";
105018;2;"29-mag-13";32;559118;4420614;"Tortol?»???¢ (OGLIASTRA)";;"Impianto della categoria 1 indicata nel DM 101/2003";"NO";"COMPATTO FRIABILE";"SI (Accesso libero)";1965;"Uso pubblico";"nel tetto, in altro";"<= 500 Kg";15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;">1";5;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"SI";3;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;2;2,500000000000000;2,500000000000000;2,500000000000000;1,200000048000000;4363,199999999990000;1;;"Bonificato totalmente";
105018;7;"29-mag-13";32;557368;4420041;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1248,000000000000000;2;;"Bonificato totalmente";
105018;8;"14-giu-13";32;560070;4420677;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1972;"Uso pubblico";"nel tetto, in altro";;15;">10000 Kg (> 500 mq)";"SI";1;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1114,800000000000000;2;;"Bonificato parzialmente";
105018;10;"29-mag-13";32;557779;4420535;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1394,400000000000000;2;;"Non bonificato";
105018;11;"29-mag-13";32;557858;4420514;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1430,400000000000000;2;;"Non bonificato";
105018;12;"29-mag-13";32;557908;4420550;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto, in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1430,400000000000000;2;;"Non bonificato";
105018;14;"29-mag-13";32;508041;4420647;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1394,400000000000000;2;;"Non bonificato";
105018;15;"29-mag-13";32;557762;4420606;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1298,400000000000000;2;;"Non bonificato";
105018;16;"29-mag-13";32;557777;4420627;"Tortol?»???¢ (OGLIASTRA)";;"Edificio industriale della categoria 2 del D.M. 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1394,400000000000000;2;;"Non bonificato";
105018;17;"29-mag-13";32;558414;4420488;"Tortol?»???¢ (OGLIASTRA)";;"Impianto della categoria 1 indicata nel DM 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1976;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1360,800000000000000;2;;"Bonificato parzialmente";
105018;18;"07-giu-13";32;555529;4420415;"Tortol?»???¢ (OGLIASTRA)";;"Impianto della categoria 1 indicata nel DM 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1985;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;;5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1264,800000000000000;2;;"Non bonificato";
105020;4;"12-giu-13";32;543191;4406422;"Ulassai (OGLIASTRA)";;"Impianto della categoria 1 indicata nel DM 101/2003";"NO";"COMPATTO";"SI (Accesso libero)";1981;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;;5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1188,000000000000000;2;;"Non bonificato";
95001;20;"30-mag-13";32;32484580;4442371;"Abbasanta (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso privato";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;661,500000000000000;3;;"Non bonificato";
95001;101;"30-mag-13";32;32484084;4442904;"Abbasanta (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso privato";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;">5000 mq";10;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Case sparse";2;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;706,600000000000000;3;;"Bonificato totalmente";
95003;10;"05-giu-13";32;32488226;4404045;"Albagiara (ORISTANO)";;"Edificio pubblico in area urbana - grande distribuzione commerciale";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;888,000000000000000;2;;"Non bonificato";
95004;108;"07-giu-13";32;32483976;4402219;"Ales (ORISTANO)";;"Edificio pubblico in area urbana - uffici postali";"NO";"COMPATTO";"SI (Accesso libero)";1985;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;948,000000000000000;2;;"Non bonificato";
95006;14;"04-giu-13";32;32464914;4402988;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1986;"Uso privato";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo";1;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;636,299999999999000;3;;"Bonificato totalmente";
95006;15;"03-giu-13";32;32462296;4397796;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1950;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Case sparse";2;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;924,000000000000000;2;;"Bonificato totalmente";
95006;16;"03-giu-13";32;32460317;4402928;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1950;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;732,000000000000000;2;;"Non bonificato";
95006;17;"04-giu-03";32;32464476;4402875;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - impianti sportivi";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1000,800000000000000;2;;"Bonificato totalmente";
95006;24;"06-giu-13";32;32464469;4402613;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso privato";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;646,799999999999000;3;;"Non bonificato";
95006;25;"06-giu-13";32;32462491;4400048;"Arborea (ORISTANO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1940;"Uso privato";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;514,500000000000000;3;;"Bonificato totalmente";
