"ID";"CODICE";"DENOMIAZIONE";"CAP";"CITTA'";"PROV";"GIS x";"GIS y";"GIS Z";"PUNTEGGIO SITO Hp1";"PUNTEGGIO SITO Hp2";"CLASSE DI PRIORITA'";"TIPOLOGIA DI MCA";"PRESENZA DI CONFINAMENTO";"ACCESSIBILITA'";"TIPOLOGIA DI ATTIVITA'";"i1";"i2";"i3";"i4";"i5";"i6";"i7";"i8";"i9";"i10";"i11";"i12";"i13";"i14";"i15";"i16"
466;"CO011023003";"COMUNE DI RICCO' DEL GOLFO DI SPEZIA";;"RICCO' DEL GOLFO DI SPEZIA";"SP";0;0;;;748;2;2;2;1;1;10;10;1;5;;5;5;3;5;;;;20;3;4;
467;"CO011023004";"COMUNE DI RICCO' DEL GOLFO DI SPEZIA";;"RICCO' DEL GOLFO DI SPEZIA";"SP";1560717;4888735;;;784;2;2;2;1;1;15;10;1;5;;5;5;3;5;;;;20;3;4;
468;"CO011023005";"COMUNE DI RICCO' DEL GOLFO DI SPEZIA";;"RICCO' DEL GOLFO DI SPEZIA";"SP";0;0;;;661;2;2;2;1;1;5;10;1;5;;5;5;3;5;;;;20;3;2;
469;"CO011026001";"COMUNE DI SANTO STEFANO MAGRA";;"SANTO STEFANO DI MAGRA";"SP";573772,59;4889731,72;;;206;5;2;1;2;1;15;1;3;1;;3;5;;;3;;;5;3;4;
470;"ASRAO011001";"RAO & SARTELLI LEGNAMI";;"SESTA GODANO";"SP";553223,92;4903814,83;;;459;3;2;2;1;2;10;1;1;1;;5;10;1;5;;;;20;5;2;2
471;"LCCE0112001";"CHIESA EVANGELICA";;"LEVANTO";"SP";549061,18;4890890,25;;;128;4;2;2;2;1;10;1;1;;;;5;;;;;;;;;
472;"RE011028001";"REGIONE LIGURIA";;"SESTA GODANO";"SP";0;0;;;554;2;2;2;1;1;10;1;1;5;;5;5;1;;;;;20;1;2;
473;"RE009056001";"REGIONE LIGURIA";;"SAVONA";"SV";1458560;4906459;;;1242;1;1;2;1;1;5;1;3;5;;3;5;1;;3;1;;5;5;4;
474;"RE009058001";"REGIONE LIGURIA";;"STELLA";"SV";0;0;;;448;2;2;2;1;1;5;1;1;1;;3;5;1;;;;;5;5;4;
475;"RE008031001";"REGIONE LIGURIA";;"IMPERIA";"IM";421376,91;4859328,16;;;148;5;1;1;2;1;5;1;1;5;;3;5;;;;;;;5;4;
477;"CO011027001";"COMUNE DI SARZANA";;"SARZANA";"SP";0;0;;;571;2;2;2;1;1;10;1;1;5;;3;5;1;5;;;;20;3;2;
478;"CO011027002";"COMUNE DI SARZANA";;"SARZANA";"SP";0;0;;;689;2;2;2;1;1;10;1;1;5;;3;5;1;5;;;;20;5;4;
479;"CO011027003";"COMUNE DI SARZANA";;"SARZANA";"SP";0;0;;;571;2;2;2;1;1;10;1;1;5;;3;5;1;5;;;;20;3;2;
480;"CO011027004";"COMUNE DI SARZANA";;"SARZANA";"SP";576902,58;4885061,63;;;689;2;2;2;1;1;10;1;1;5;;3;5;1;5;;;;20;5;4;
481;"CO011027005";"COMUNE DI SARZANA";;"SARZANA";"SP";0;0;;;571;2;2;2;1;1;10;1;1;5;;3;5;1;5;;;;20;3;2;
482;"ASPOL010001";"POLITEAMA GENOVESE";;"GENOVA";"GE";1495115;4917574;;;739;2;2;2;1;1;10;1;1;5;;9;5;1;5;;;;20;5;4;
483;"CO010065001";"COMUNE DI VALBREVENNA";;"VALBREVENNA";"GE";0;0;;;703;2;2;2;1;1;15;10;1;1;;5;8;1;5;;;;20;3;2;
484;"CO010065002";"COMUNE DI VALBREVENNA";;"VALBREVENNA";"GE";0;0;;;444;3;2;2;1;2;10;10;1;1;;3;5;1;5;;;;20;3;2;
485;"CO010065003";"COMUNE DI VALBREVENNA";;"VALBREVENNA";"GE";1501984;4931942;;;973;2;2;2;1;1;15;10;1;1;;5;8;1;30;;;;20;3;2;
486;"CO010065004";"COMUNE DI VALBREVENNA";;"VALBREVENNA";"GE";1502985;4933138;;;968;3;2;2;1;2;10;10;3;1;;3;5;1;30;7;;;5;3;2;
487;"AEPEN009001";"MINISTERO DELLA GIUSTIZIA";17014;"CAIRO MONTENOTTE";"SV";0;0;;;241;4;2;2;2;2;15;10;1;1;;9;8;1;5;;;;20;3;4;2
488;"CO010017001";"COMUNE DI COGOLETO";16016;"COGOLETO";"GE";1471982;4915300;;;186;4;2;2;2;1;10;1;1;5;;3;5;1;5;;;;5;5;4;
489;"CO010017002";"COMUNE DI COGOLETO";16016;"COGOLETO";"GE";1471960;4915350;;;502;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;10;5;4;
490;"CO009023001";"COMUNE DI CENGIO";17056;"CENGIO";"SV";1437586;4916598;;;330;2;2;2;1;1;5;1;1;;;3;;;;;;;5;3;;
491;"CO009023002";"COMUNE DI CENGIO";;"CENGIO";"SV";1434262;4916325;;;448;2;2;2;1;1;5;1;1;;;3;;;;;;;;5;4;2
492;"CO009023003";"COMUNE DI CENGIO";;"CENGIO";"SV";1436465;4915929;;;401;3;2;2;1;2;5;1;1;;;3;;;;;;;20;3;4;
493;"ASRFI009001";"RFI COMPARTIMENTO MOVIMENTO";;"VADO LIGURE";"SV";455227,69;4902537,33;;;459;3;2;2;1;2;10;1;1;;;5;8;1;5;;;;20;3;4;
494;"ASAGR009001";"AGRICOLA S. LUIGI DI REPOSI FELICE E C. S.N.C.";;"STELLA";"SV";0;0;;;350;3;2;2;1;2;5;1;1;;;;8;;5;;;;20;1;2;2
495;"ASOSG009001";"OFFICINE SAN GIOVANNI S.R.L.";;"STELLA";"SV";0;0;;;453;3;2;2;1;2;5;10;1;5;;3;;;5;;;;20;3;2;2
496;"ASTEC009001";"TECNOEDILE S.R.L.";;"STELLA";"SV";0;0;;;393;3;2;2;1;2;10;1;1;5;;5;5;;5;;;;20;1;2;
497;"ASCAR009001";"CARTINDUSTRIA LIGURE S.R.L.";;"STELLA";"SV";0;0;;;481;3;2;2;1;2;10;10;1;5;;5;8;;5;;;;20;1;2;2
498;"ASENE010001";"ENEL CENTRALE TERMOELETTRICA DI GENOVA";;"GENOVA";"GE";0;0;;;218;5;1;1;1;2;15;1;1;5;;9;8;;;;3;;20;;;
499;"ASCAP009001";"IMPRESA CAPPELLUTO";;"BORGHETTO SANTO SPIRITO";"SV";1439454;4884578;;;1376;2;1;2;1;2;10;10;3;5;;9;8;1;30;;;;;5;;
500;"ASSYN009001";"SYNDIAL";;"CENGIO";"SV";435471,91;4915470,04;;;189;5;2;1;1;2;15;1;1;1;2;9;10;1;5;;;;20;3;2;
501;"ASTRE010002";"TRENITALIA - DIVISIONE PASSEGGERI REGIONALE";;"GENOVA";"GE";496233,92;4917115,56;;;488;3;2;2;1;2;10;1;1;1;;9;8;1;5;;;1;20;3;4;2
502;"ASTRE009001";"TRENITALIA - DIVISIONE PASSEGGERI REGIONALE";;"SAVONA";"SV";0;0;;;122;5;2;1;2;2;10;1;1;1;2;9;5;1;5;;;1;20;3;4;2
503;"ASMIC010001";"MICROART'S";;"GENOVA";"GE";494969,3;4916922,31;;;267;5;1;1;1;2;10;10;1;1;;5;8;1;5;;;1;20;5;4;2
504;"AEAUT010001";"AUTORITA' PORTUALE DI GENOVA";;"GENOVA";"GE";0;0;;;155;4;2;2;2;2;5;1;1;;;5;5;1;5;;;;20;3;4;
505;"ASANS010001";"ANSALDO ENERGIA";;"GENOVA";"GE";1491167;4920158;;;372;3;2;2;1;2;5;1;1;1;;5;5;;;;;;20;3;;
506;"ASENT010001";"ENTE BACINI GENOVA";;"GENOVA";"GE";0;0;;;557;2;1;2;1;2;10;1;1;1;;9;5;1;5;;;;20;3;;
507;"ASSAN010001";"SANGOI E FIGLI";;"GENOVA";"GE";491210,65;4922405,84;;;647;2;1;2;1;2;15;1;1;;;9;10;1;5;;;;20;3;;2
508;"ASTRE011001";"TRENITALIA - DIVISIONE CARGO  ESERCIZIO";;"LA SPEZIA";"SP";1567014;4885929;;;844;3;2;2;1;2;10;1;1;1;5;9;;1;5;;;;20;3;2;2
509;"ASTRE010001";"TRENITALIA - DIVISIONE CARGO  ESERCIZIO";;"GENOVA";"GE";0;0;;;475;3;2;2;1;2;5;1;1;5;2;9;5;1;5;;;;20;3;4;2
511;"ASBOE010001";"BOERO BARTOLOMEO S.P.A.";;"GENOVA";"GE";498516,23;4922339,91;;;690;2;1;2;1;2;15;1;1;5;;5;8;1;5;;3;;20;3;4;2
512;"ASENE011001";"ENEL - CENTRALE TERMOELETTRICA LA SPEZIA";;"LA SPEZIA";"SP";568703,66;4884440,92;;;183;5;1;1;1;2;15;1;1;1;;5;;;;;3;;20;;;
515;"ASTIP009001";"TIRRENO POWER SPA CENTRALE VADO LIGURE";;"VADO LIGURE";"SV";454857,85;4902773,58;;;155;5;1;1;1;2;15;1;1;5;;9;5;;;;;;;;;
516;"CO010039001";"COMUNE DI MONTOGGIO";16026;"MONTOGGIO";"GE";1503543,5128;4929156,9289;;;161;5;2;1;2;1;5;10;1;1;;5;5;1;5;;;;20;3;4;
517;"CO010039002";"COMUNE DI MONTOGGIO";;"MONTOGGIO";"GE";1503530,8683;4929266,8711;;;179;5;2;1;2;1;5;10;1;1;;3;5;1;5;;;1;20;3;4;10
518;"ASBOC010001";"BOCCI COMPENSATI";16011;"ARENZANO";"GE";4916570;1473110;;;668;1;1;2;1;1;10;10;1;1;;3;8;1;5;;;;;1;4;
