ID;Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
378;22;Tos1991;FI;FIRENZE;11;;1;1;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;293;683936,387183;4850481,68494
379;22;Tos1993;FI;FIRENZE;11;;1;1;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;293;680166,197033;4850901,79884
380;22;Tos1995;FI;FIRENZE;11;;1;1;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;293;682024,166829;4848136,62372
381;22;Tos3611;LI;CECINA;13;;1;1;2,5;2,5;5;;;1;1;1;2;3;25;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;293;622848,057839;4796442,75837
446;22;Tos2146;AR;PERGINE VALDARNO;8;;1;2,5;1;2,5;5;;;10;1;1;2;3;10000;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;293;715426,826399;4819500,16923
875;22;Tos1555;PT;SAMBUCA PISTOIESE;11;;1;2,5;1;1;10;;;10;1;1;2;3;618;5;;;1;30;1;;1;1;20;5;;4;2;;;;;;5;0,3;293;660300,311421;4886844,79017
923;22;Tos1463;PT;MONTALE;8;;1;2,5;2,5;1;10;;;1;1;1;2;3;604;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;288;661144,307059;4864423,64729
758;22;Tos1153;SI;RADDA IN CHIANTI;15;;1;2,5;2,5;1;5;;;10;3;1;2;3;1;5;;;1;5;7;;1;1;5;3;;2;2;;;;;;5;0,3;286;691557,431168;4817424,46001
825;22;Tos10165;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;286;663357,072229;4845139,63192
490;22;Tos3056;FI;CERRETO GUIDI;4;;1;2,5;1;2,5;10;;;1;1;1;2;3;700;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;4;0,4;284;650732,148515;4846244,10896
816;22;Tos10150;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;15;;;10;3;1;2;3;;5;;;3;30;1;;1;1;5;5;;4;2;;;;;;5;0,3;284;661410,127305;4844140,67327
448;22;Tos1318;LU;LUCCA;7;;2;2,5;1;2,5;5;;;1;1;1;2;3;1436;5;;;3;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;283;621012,50601;4855375,97743
263;22;Tos3455;FI;PELAGO;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;12;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;282;698596,220084;4848459,23163
264;22;Tos3458;FI;SAN PIERO A SIEVE;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;20;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;282;684155,079215;4870164,59655
266;22;Tos346;LI;PORTOFERRAIO;17;;1;1;2,5;2,5;5;;;1;1;1;2;3;21;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;282;607987,303383;4687498,19857
421;22;Tos3639;PI;SANTA CROCE SULL ARNO;7;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;4;0,4;274;643901,253204;4841330,31914
802;22;Tos10189;FI;FIRENZE;10;;1;1;1;1;15;;;10;3;1;2;3;;5;;;1;30;7;;1;1;5;3;;4;2;;;;;;5;0,3;274;674948,83438;4851237,24871
818;22;Tos10160;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;3;;1;1;5;5;;4;2;;;;;;5;0,3;274;663041,086842;4844573,6521
819;22;Tos10171;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;3;;1;1;5;5;;4;2;;;;;;5;0,3;274;662173,117095;4843722,68406
123;22;Tos1659;AR;AREZZO;4;;1;2,5;2,5;1;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;272;734299,413554;4815883,42383
439;22;Tos1085;PT;CHIESINA UZZANESE;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;210;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;4;0,4;272;638236,897439;4855487,44566
575;22;Tos3497;FI;FIGLINE VALDARNO;7;;1;2,5;1;2,5;10;;;1;3;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;272;699915,732813;4832036,18275
824;22;Tos10141;FI;EMPOLI;10;;1;1;1;1;5;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;272;657768,231681;4842175,75381
826;22;Tos10183;FI;EMPOLI;10;;1;1;1;1;5;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;272;656591,269296;4841121,79584
883;22;Tos33;GR;ISOLA DEL GIGLIO;10;;1;1;1;1;5;;;10;3;1;2;3;50;5;;;3;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;272;658030,645426;4691489,45807
932;22;Tos633;GR;FOLLONICA;8;;1;2,5;2,5;1;5;;;1;1;1;2;3;2858;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;272;644642,458143;4753562,00511
413;22;Tos1028;SI;POGGIBONSI;20;;1;2,5;1;2,5;15;;;1;1;1;2;3;667;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;271;674698,989816;4816674,53663
443;22;Tos1592;GR;GAVORRANO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;273;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;271;655637,520954;4754331,73041
444;22;Tos1620;GR;GAVORRANO;7;;1;2,5;1;2,5;5;;;1;1;1;2;3;115;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;271;654680,347533;4754462,03137
445;22;Tos1635;GR;GAVORRANO;7;;1;2,5;1;2,5;5;;;1;1;1;2;3;170;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;271;657129,424079;4756879,98829
464;22;Tos1043;PI;VECCHIANO;7;;1;2,5;1;2,5;10;;;1;1;1;2;3;472;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;4;0,4;271;611678,98166;4848756,97182
491;22;Tos1403;LI;LIVORNO;4;;2;2,5;1;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;4;0,4;270;607075,917708;4817368,94229
835;22;Tos10217;PT;PISTOIA;10;;1;1;1;1;10;;;1;3;1;2;3;;5;;;1;30;7;;1;10;5;5;;4;2;;;;;;5;0,3;270;652848,463429;4865091,09462
873;22;Tos3400;FI;BORGO SAN LORENZO;11;;1;2,5;2,5;1;15;;;1;1;1;2;3;750;5;;;3;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;270;690265,743149;4869920,58402
203;22;Tos2081;GR;MASSA MARITTIMA;8;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;10;5;;2;10;;;;;;4;0,4;266;654499,53591;4768102,7786
481;22;Tos1546;PI;PONTEDERA;11;;1;1;1;2,5;5;;;10;3;1;2;3;0;5;;;1;5;1;;1;1;5;5;;2;2;;;;;;4;0,4;266;631975,383204;4835933,75421
492;22;Tos1016;MS;CARRARA;11;;1;2,5;1;2,5;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;5;;2;10;;;;;;4;0,4;266;582547,75407;4877445,30885
493;22;Tos905;AR;AREZZO;4;;1;2,5;1;2,5;5;;;10;1;1;2;3;220;5;;;1;5;1;;1;1;10;5;;2;10;;;;;;4;0,4;266;730202,61161;4820133,53475
871;22;Tos30;GR;ISOLA DEL GIGLIO;11;;1;2,5;2,5;1;5;;;10;1;1;2;3;85;5;;;3;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;266;654625,557357;4692013,68604
429;22;Tos1507;FI;SAN GODENZO;4;;1;2,5;1;2,5;5;;;1;1;1;2;3;50;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;4;0,4;265;713765,396907;4863760,08088
900;22;Tos3738;LU;CAPANNORI;11;;1;2,5;2,5;1;15;;;10;1;1;2;3;320;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;5;0,3;265;626635,269762;4855979,86588
109;22;Tos1486;MS;AULLA;8;;1;2,5;2,5;1;10;;;1;1;1;2;3;600;5;;;1;5;1;;1;1;20;3;;4;10;;;;;;5;0,3;263;577461,114321;4896023,90865
440;22;Tos687;PI;PISA;6;;1;1;1;2,5;5;;;10;1;1;2;3;10;5;;;1;30;1;;1;1;5;5;;4;2;;;;;;4;0,4;262;612953,930045;4842197,84077
302;22;Tos10098;GR;SCARLINO;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;4;2;;;;;;3;0,7;260;646540,655746;4753715,011
945;22;Tos1106;PT;MONSUMMANO TERME;15;;1;2,5;2,5;1;15;;;1;1;1;2;3;1600;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;5;0,3;260;645144,510278;4858924,35405
455;22;Tos10093;LI;CECINA;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;258;623433,795829;4797594,19958
904;22;Tos336;FI;REGGELLO;15;;1;2,5;2,5;1;5;;;10;1;1;2;3;105;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;5;0,3;256;703742,406284;4847016,22624
678;22;Tos1699;FI;FIRENZE;17;;1;2,5;1;2,5;5;;;1;3;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;255;681957,402881;4848440,69957
679;22;Tos2060;FI;FIRENZE;11;;1;2,5;1;2,5;5;;;1;3;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;255;674510,891446;4851284,36964
790;22;Tos3488;FI;CERTALDO;14;;1;1;2,5;1;10;;;1;1;1;2;3;55;5;;;1;30;1;;1;10;20;3;;2;2;;;;;;5;0,3;253;664732,730068;4824424,36601
405;22;Tos11;FI;FIRENZE;4;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;251;678521,556162;4850200,91362
406;22;Tos748;LI;LIVORNO;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;900;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;251;608478,613208;4819147,71688
547;22;Tos2110;FI;SCANDICCI;11;;2;2,5;1;2,5;5;;;10;1;1;2;3;3070;5;;;1;5;1;;1;1;10;5;;2;2;;;;;;4;0,4;251;675597,006011;4847332,9392
202;22;Tos1393;AR;AREZZO;6;;1;2,5;2,5;1;5;;;10;1;1;2;3;999;5;;;1;5;1;;1;1;20;1;;4;10;;;;;;5;0,3;250;732924,550242;4816823,69868
404;22;Tos3052;FI;CERRETO GUIDI;4;;1;2,5;1;2,5;10;;;1;1;1;2;3;90;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;250;648008,980282;4849204,34133
408;22;Tos3538;PI;TERRICCIOLA;13;;1;2,5;1;2,5;10;;;1;1;1;2;3;564;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;250;636207,015354;4822708,03709
1070;22;Tos10206;MS;CARRARA;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;3;;1;1;5;3;;4;2;;;;;;5;0,3;250;585638,861634;4878283,89754
811;22;Tos10136;AR;BIBBIENA;10;;2;1;1;1;15;;;1;3;1;2;3;;5;;;1;5;7;;1;10;20;3;;4;2;;;;;;5;0,3;249;726123,286279;4844426,28149
394;22;Tos3304;MS;MASSA;17;;1;2,5;1;2,5;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;248;585963,7259;4876283,22455
915;22;Tos448;GR;CASTIGLIONE DELLA PESCAIA;8;;1;2,5;2,5;1;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;10;5;;4;10;;;;;;5;0,3;248;652624,775935;4736717,17634
396;22;Tos318;SI;SOVICILLE;15;;1;2,5;1;2,5;15;;;1;1;1;2;3;1216;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;247;682449,589861;4794226,0682
812;22;Tos10067;LU;BAGNI DI LUCCA;14;;1;2,5;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;4;2;;;;;;5;0,3;247;624555,964036;4873367,34184
1062;22;Tos10279;PI;POMARANCE;14;;2;1;2,5;1;15;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;247;650004,514719;4789621,24562
1063;22;Tos10281;PI;POMARANCE;14;;2;1;2,5;1;15;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;247;653170,451169;4790748,23842
1093;22;Tos10265;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;10;3;;2;2;;;;;;5;0,3;247;654441,425631;4787159,33589
281;22;Tos10101;FI;REGGELLO;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;246;683646,570676;4849040,23447
753;22;Tos3481;PI;PISA;14;;1;1;2,5;1;10;;;1;1;1;2;3;120;5;;;1;30;1;;1;10;20;1;;2;2;;;;;;5;0,3;246;615503,683659;4836123,70468
1088;22;Tos958;FI;SCANDICCI;6;;1;2,5;2,5;1;15;;;10;1;1;2;3;220;5;;;1;5;1;;1;1;20;1;;4;2;;;;;;5;0,3;246;675596,605585;4846215,00528
427;22;Tos889;PO;CANTAGALLO;2;;1;2,5;1;2,5;10;;;10;1;1;2;3;450;5;;;1;5;1;;1;1;5;3;;4;2;;;;;;4;0,4;245;670660,375867;4872609,9621
512;22;Tos2105;FI;SCANDICCI;8;;2;2,5;1;1;5;;;10;1;1;2;3;2500;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;244;676795,203306;4847295,24183
926;22;Tos1067;FI;FIRENZE;8;;1;2,5;1;1;10;;;10;1;1;2;3;2520;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;239;677537,528753;4848485,03758
934;22;Tos1040;PT;PISTOIA;4;;1;2,5;1;1;10;;;10;1;1;2;3;90;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;239;653332,602426;4869004,48249
451;22;Tos400;FI;FIRENZE;7;;1;1;1;2,5;5;;;10;1;1;2;3;2460;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;238;682403,528152;4849138,18923
452;22;Tos993;FI;EMPOLI;11;;1;1;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;238;657130,844433;4842721,7456
453;22;Tos1459;PT;MONTALE;11;;1;1;1;2,5;5;;;10;1;1;2;3;1200;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;238;662267,879469;4866610,74098
457;22;Tos228;FI;GREVE IN CHIANTI;8;;1;1;1;2,5;5;;;10;1;1;2;3;1280;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;238;685383,84476;4829033,68277
520;22;Tos2115;FI;SCANDICCI;8;;2;2,5;1;1;15;;;1;1;1;2;3;2450;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;238;675943,022013;4846468,00885
521;22;Tos2118;FI;SCANDICCI;8;;2;2,5;1;1;15;;;1;1;1;2;3;1120;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;238;676426,107211;4847284,36099
522;22;Tos2119;FI;SCANDICCI;8;;2;2,5;1;1;15;;;1;1;1;2;3;3500;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;238;675520,816617;4846810,85786
461;22;Tos2092;GR;ARCIDOSSO;14;;1;1;1;2,5;10;;;1;1;1;2;3;1050;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;237;707392,854038;4749439,82386
549;22;Tos1482;FI;FIRENZE;7;;1;2,5;1;2,5;5;;;1;3;1;2;3;2189;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;237;684002,462101;4851174,20634
874;22;Tos1434;FI;GREVE IN CHIANTI;2;;1;2,5;2,5;1;5;;;1;1;1;2;3;500;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;236;687208,806378;4828184,06117
447;22;Tos1165;GR;PITIGLIANO;7;;1;1;1;2,5;10;;;10;1;1;2;3;420;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;4;0,4;235;727162,7471;4725735,94136
478;22;Tos689;AR;MONTEVARCHI;3;;1;2,5;1;2,5;10;;;10;1;1;2;3;500;5;;;1;5;1;;1;1;5;5;;2;2;;;;;;4;0,4;233;706956,168995;4821392,2898
684;22;Tos10180;FI;VINCI;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;1;;2;2;;;;;;5;0,3;232;653973,286745;4843867,71422
685;22;Tos10161;FI;VINCI;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;1;;2;2;;;;;;5;0,3;232;653184,281054;4845538,66058
813;22;Tos1910;GR;SANTA FIORA;11;;1;2,5;1;1;5;;;10;3;1;2;3;285;5;;;1;5;3;;1;1;5;3;;4;2;;;;;;5;0,3;232;707506,537484;4749225,63041
483;22;Tos592;LI;CAMPIGLIA MARITTIMA;10;;1;1;1;2,5;5;;;1;3;1;2;3;30;5;;;1;5;7;;1;1;5;1;;2;10;;;;;;4;0,4;230;631734,49994;4770200,49373
727;22;Tos10201;LU;PORCARI;10;;1;1;1;1;10;;;1;3;1;2;3;;5;;;1;30;1;;1;1;20;1;;2;2;;;;;;5;0,3;230;630411,83413;4853277,51901
919;22;Tos169;FI;MONTELUPO FIORENTINO;8;;1;2,5;1;1;5;;;10;1;1;2;3;695;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;230;662336,840724;4843687,08576
1076;22;Tos3319;FI;CERTALDO;4;;1;2,5;1;1;10;;;1;1;1;2;3;351;5;;;1;30;1;;1;1;5;5;;4;2;;;;;;5;0,3;230;664614,771938;4823376,19974
298;22;Tos690;PI;PALAIA;2;;1;1;2,5;1;5;;;10;3;1;2;3;25;5;;;1;5;7;;1;1;5;5;;2;2;;;;;;5;0,3;229;642747,741282;4829554,95098
477;22;Tos878;PT;MONTECATINI-TERME;7;;1;2,5;1;2,5;5;;;1;1;1;2;3;700;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;229;643640,144615;4861200,81516
579;22;Tos390;LI;CECINA;11;;1;1;1;2,5;10;;;1;3;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;227;622848,057839;4796442,75837
392;22;Tos945;PO;VERNIO;4;;1;2,5;1;2,5;10;;;1;1;1;2;3;547;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;226;672395,237101;4880380,71313
928;22;Tos413;PI;PALAIA;4;;1;2,5;1;1;10;;;1;1;1;2;3;285;5;;;3;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;225;643367,820952;4829689,44417
433;22;Tos10073;SI;SAN QUIRICO D ORCIA;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;4;0,4;224;713089,309844;4770030,14013
823;22;Tos10137;AR;CHIUSI DELLA VERNA;10;;1;1;1;1;15;;;10;3;1;2;3;;5;;;1;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;224;727852,222266;4840579,39046
499;22;Tos1368;FI;BARBERINO VAL D ELSA;8;;1;2,5;1;1;10;;;1;1;1;2;3;222;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;223;675418,660299;4823266,28555
920;22;Tos1461;PT;MONTALE;1;;1;2,5;1;1;10;;;1;1;1;2;3;389;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;223;661862,154107;4866450,04422
921;22;Tos1465;PT;MONTALE;8;;1;2,5;1;1;10;;;1;1;1;2;3;589;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;223;661365,895699;4865443,8522
418;22;Tos1497;FI;FIRENZE;6;;1;1;1;2,5;5;;;10;1;1;2;3;3000;5;;;3;30;1;;1;1;5;5;;2;2;;;;;;4;0,4;222;683594,515203;4846972,6244
906;22;Tos3334;PT;CHIESINA UZZANESE;15;;1;2,5;2,5;1;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;1;;4;10;;;;;;5;0,3;222;638484,543981;4854808,36581
409;22;Tos10008;AR;LATERINA;14;;1;1;1;2,5;15;;;10;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;221;718604,826251;4821568,51173
411;22;Tos10075;LU;VILLA BASILICA;14;;1;1;1;2,5;15;;;10;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;221;632483,995751;4866478,75291
486;22;Tos572;PT;PIEVE A NIEVOLE;15;;1;2,5;1;2,5;5;;;1;1;1;2;3;320;5;;;1;5;1;;1;1;10;3;;2;10;;;;;;4;0,4;221;644318,36933;4859844,69955
487;22;Tos1481;SI;MONTERONI D ARBIA;2;;1;2,5;1;2,5;5;;;1;1;1;2;3;1300;5;;;1;5;1;;1;1;10;3;;2;10;;;;;;4;0,4;221;696817,942684;4789226,31633
42;22;Tos1520;PI;RIPARBELLA;15;;1;2,5;2,5;1;5;;;10;1;1;2;3;200;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;220;628964,236746;4804045,69272
778;22;Tos2211;PT;PESCIA;15;;1;2,5;2,5;1;5;;;10;1;1;2;3;5000;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;220;635415,391537;4861011,64748
780;22;Tos1454;PT;CUTIGLIANO;13;;1;2,5;2,5;1;5;;;10;1;1;2;3;350;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;220;637540,05297;4886865,48722
922;22;Tos1209;FI;FIRENZE;8;;2;2,5;1;1;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;220;676666,076266;4851428,12159
952;22;Tos10289;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;650362,518622;4783626,39556
1046;22;Tos10266;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;654441,425631;4787159,33589
1047;22;Tos10267;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;654441,425631;4787159,33589
1048;22;Tos10268;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;653556,450073;4787838,30924
1049;22;Tos10277;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;652897,466636;4788791,27926
1050;22;Tos10278;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;653170,451169;4790748,23842
1051;22;Tos10280;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;653170,451169;4790748,23842
1052;22;Tos10282;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;653122,460047;4788721,28371
1064;22;Tos10284;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;653582,446801;4788516,29422
1065;22;Tos10310;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;652307,474622;4788925,27551
1066;22;Tos10311;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;652788,457692;4792142,20198
1067;22;Tos10312;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;220;651477,490332;4787653,30394
1080;22;Tos10078;LI;ROSIGNANO MARITTIMO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;220;617078,328774;4804663,87765
1082;22;Tos10082;LI;ROSIGNANO MARITTIMO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;220;617078,328774;4804663,87765
1083;22;Tos10083;LI;ROSIGNANO MARITTIMO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;220;617078,328774;4804663,87765
1145;22;Tos1920;FI;FIRENZE;11;;1;2,5;2,5;1;5;;;1;3;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;5;0,3;220;679448,8943;4845331,44649
683;22;Tos10203;MS;CARRARA;10;;1;1;1;1;15;;;1;3;1;2;3;;5;;;1;30;7;;1;1;5;1;;2;2;;;;;;5;0,3;218;588486,785604;4876896,94803
916;22;Tos2098;AR;PERGINE VALDARNO;8;;1;1;1;1;5;;;1;3;1;2;3;300;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;218;715049,027189;4819526,60099
422;22;Tos1166;GR;PITIGLIANO;13;;1;1;1;2,5;10;;;10;1;1;2;3;560;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;4;0,4;217;720885,174211;4724711,53193
751;22;Tos3467;PI;SAN MINIATO;14;;1;2,5;2,5;1;10;;;1;1;1;2;3;130;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;216;647708,643755;4840181,67576
